InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV8914,SKU73979,Hat,5,2024-05-06,65.84,1001,Portugal
INV6573,SKU24621,Magazine,1,2024-05-08,66.2,1064,Spain
INV3534,SKU22358,Cable,9,2024-05-10,88.62,1029,United Kingdom
INV6343,SKU14899,Maintenance Item,27,2024-05-12,3.02,1060,Netherlands
INV5064,SKU10895,Magazine,49,2024-05-12,43.05,1092,Spain
INV4060,SKU75038,Cleaning Product,34,2024-05-12,80.31,1093,Belgium
INV6435,SKU72771,Plant Pot,45,2024-05-12,63.12,1015,United Kingdom
INV9399,SKU36197,Maintenance Item,31,2024-05-13,56.74,1054,United Kingdom
INV2802,SKU11776,Headphones,6,2024-05-13,36.91,1001,United Kingdom
INV9474,SKU43980,Garden Tool,50,2024-05-14,73.56,1015,United Kingdom
INV6924,SKU90318,Non-Fiction,16,2024-05-14,28.91,1046,United Kingdom
INV4678,SKU52179,Running Shoes,21,2024-05-16,82.77,1073,United Kingdom
INV6846,SKU52624,Maintenance Item,35,2024-05-17,55.31,1017,Portugal
INV5739,SKU95597,Lamp,31,2024-05-18,60.19,1087,United Kingdom
INV2680,SKU77621,Jacket,11,2024-05-18,45.48,1065,United Kingdom
INV5662,SKU69552,Tool Kit,30,2024-05-18,20.09,1014,United Kingdom
INV9011,SKU51555,Cleaning Product,47,2024-05-19,29.49,1073,Belgium
INV9720,SKU51831,Car Accessory,11,2024-05-19,12.33,1079,Germany
INV8901,SKU58653,Doll,37,2024-05-20,49.59,1097,Spain
INV6759,SKU68606,Speaker,28,2024-05-20,172.81,1007,United Kingdom
INV6765,SKU56580,Non-Fiction,33,2024-05-21,49.88,1049,United Kingdom
INV4733,SKU47930,Sweater,25,2024-05-23,45.89,1046,United Kingdom
INV8889,SKU20494,Decor,49,2024-05-25,47.03,1010,Italy
INV3979,SKU73904,Yoga Mat,22,2024-05-25,88.15,1089,Portugal
INV5835,SKU75390,Skincare,6,2024-05-25,38.92,1053,United Kingdom
INV6004,SKU73828,Dress,6,2024-05-26,86.01,1017,EIRE
INV3276,SKU67658,Plant Pot,42,2024-05-26,21.94,1023,United Kingdom
INV5430,SKU33568,Speaker,2,2024-05-26,20.32,1067,United Kingdom
INV9353,SKU65977,Camera,24,2024-05-26,242.25,1031,United Kingdom
INV9755,SKU86027,Board Game,-4,2024-05-27,37.93,1062,France
INV2676,SKU10963,Car Toy,39,2024-05-28,30.55,1013,Netherlands
INV2070,SKU72303,Shoes,11,2024-05-28,77.03,1077,Portugal
INV6482,SKU18639,Action Figure,25,2024-05-29,25.95,1084,Italy
INV6898,SKU69297,Maintenance Item,-19,2024-05-30,59.98,1066,United Kingdom
INV9099,SKU67536,Tablet,34,2024-05-31,54.27,1065,EIRE
INV3451,SKU29424,Jeans,7,2024-05-31,86.88,1044,Spain
INV7209,SKU10282,Mascara,30,2024-05-31,42.88,1093,Portugal
INV7524,SKU81176,Cleaning Product,-14,2024-05-31,36.34,1099,United Kingdom
INV9540,SKU73517,Yoga Mat,46,2024-05-31,24.21,1042,United Kingdom
INV5161,SKU70236,Cookbook,-6,2024-06-02,25.8,1056,Italy
INV9096,SKU25533,Gym Bag,18,2024-06-02,74.9,1048,United Kingdom
INV2075,SKU34687,Car Accessory,12,2024-06-03,95.87,1009,United Kingdom
INV1505,SKU38905,Fiction Novel,35,2024-06-03,9.33,1095,Switzerland
INV1977,SKU31747,Comic Book,37,2024-06-03,23.77,1038,Spain
INV2807,SKU78121,Furniture,46,2024-06-03,56.16,1005,United Kingdom
INV1025,SKU22697,Hat,42,2024-06-03,73.57,1021,United Kingdom
INV1840,SKU64995,Textbook,29,2024-06-03,22.61,1016,United Kingdom
INV7846,SKU33040,Charger,12,2024-06-04,132.92,1072,Netherlands
INV5327,SKU70853,Laptop,3,2024-06-05,92.21,1054,Germany
INV9218,SKU77672,Doll,22,2024-06-05,36.67,1055,United Kingdom
INV9975,SKU51144,Tennis Racket,46,2024-06-05,68.97,1086,United Kingdom
INV8855,SKU85766,Tennis Racket,3,2024-06-09,2.99,1033,Germany
INV9697,SKU75771,Non-Fiction,31,2024-06-10,35.16,1014,Germany
INV7248,SKU84963,Car Toy,45,2024-06-10,3.17,1084,United Kingdom
INV8932,SKU35200,Yoga Mat,15,2024-06-12,77.35,1090,United Kingdom
INV5698,SKU71498,Cable,31,2024-06-14,4.09,1037,United Kingdom
INV4394,SKU86943,Decor,5,2024-06-14,17.08,1030,Belgium
INV6373,SKU90356,Board Game,40,2024-06-14,59.78,1064,Portugal
INV3452,SKU33910,Tool Kit,45,2024-06-14,47.55,1092,United Kingdom
INV4438,SKU22977,Tablet,-16,2024-06-14,156.31,1017,EIRE
INV3553,SKU73176,Charger,6,2024-06-15,103.62,1093,United Kingdom
INV3449,SKU81932,Lipstick,16,2024-06-16,13.06,1030,Italy
INV3738,SKU81265,Puzzle,44,2024-06-16,27.87,1089,Germany
INV2686,SKU63174,Shoes,5,2024-06-17,53.74,1051,EIRE
INV7054,SKU47353,Furniture,46,2024-06-17,61.56,1083,Portugal
INV4264,SKU34380,Mascara,3,2024-06-17,83.62,1038,Switzerland
INV7943,SKU59345,Doll,30,2024-06-17,68.04,1079,United Kingdom
INV2467,SKU67915,Textbook,10,2024-06-18,1.15,1097,Netherlands
INV3851,SKU90676,Magazine,1,2024-06-19,15.14,1074,Netherlands
INV7347,SKU77649,Tablet,26,2024-06-19,149.67,1021,Italy
INV8264,SKU94030,Lamp,41,2024-06-20,32.06,1010,United Kingdom
INV7494,SKU65524,Cleaning Product,33,2024-06-21,71.23,1054,Spain
INV9872,SKU55406,Speaker,-8,2024-06-22,25.91,1030,United Kingdom
INV3798,SKU93648,Fiction Novel,8,2024-06-23,42.14,1084,United Kingdom
INV1430,SKU89822,Fiction Novel,45,2024-06-24,43.86,1023,Italy
INV4808,SKU75984,Tablet,-17,2024-06-24,52.29,1031,United Kingdom
INV2531,SKU94675,Skincare,24,2024-06-24,18.85,1027,United Kingdom
INV3525,SKU25807,Magazine,48,2024-06-25,54.44,1045,Netherlands
INV4696,SKU65550,Sweater,22,2024-06-26,7.22,1080,United Kingdom
INV4122,SKU12348,Tablet,23,2024-06-27,28.57,1075,United Kingdom
INV9527,SKU80882,Non-Fiction,36,2024-06-27,35.7,1020,United Kingdom
INV9088,SKU25167,Mascara,48,2024-06-27,69.02,1056,United Kingdom
INV7505,SKU15544,Lipstick,5,2024-06-28,58.0,1073,Belgium
INV1769,SKU60014,Perfume,44,2024-06-28,96.62,1006,United Kingdom
INV4193,SKU78151,Building Blocks,12,2024-06-28,55.21,1086,United Kingdom
INV5125,SKU75070,Sweater,50,2024-06-28,33.6,1074,EIRE
INV7095,SKU68188,Dress,26,2024-06-29,65.31,1031,United Kingdom
INV1525,SKU51347,Mascara,37,2024-06-30,22.05,1063,United Kingdom
INV5635,SKU44500,Comic Book,11,2024-07-01,40.35,1019,Switzerland
INV7981,SKU69133,Maintenance Item,32,2024-07-02,28.03,1003,United Kingdom
INV7631,SKU19351,Dress,21,2024-07-02,65.65,1090,United Kingdom
INV3873,SKU97340,Plant Pot,3,2024-07-02,57.88,1056,United Kingdom
INV3142,SKU34856,Water Bottle,24,2024-07-03,60.36,1081,United Kingdom
INV3911,SKU10235,Skincare,-1,2024-07-03,92.18,1078,United Kingdom
INV6658,SKU62260,Garden Tool,7,2024-07-04,24.93,1015,United Kingdom
INV5922,SKU52030,Running Shoes,26,2024-07-04,29.85,1088,Italy
INV7210,SKU34318,Speaker,16,2024-07-06,180.04,1068,EIRE
INV9468,SKU59146,Maintenance Item,-14,2024-07-06,51.88,1012,United Kingdom
INV1779,SKU33822,Smartphone,48,2024-07-07,48.55,1077,United Kingdom
INV3906,SKU69682,Action Figure,20,2024-07-08,37.49,1048,Belgium
INV2998,SKU61664,Car Toy,7,2024-07-09,16.22,1010,Switzerland
INV9758,SKU25228,Speaker,24,2024-07-10,23.64,1070,United Kingdom
INV9295,SKU18698,Doll,36,2024-07-12,45.87,1003,France
INV5993,SKU78731,Speaker,10,2024-07-12,92.91,1006,Belgium
INV1756,SKU90744,Water Bottle,10,2024-07-13,25.47,1080,France
INV2838,SKU18094,Water Bottle,11,2024-07-13,85.59,1056,United Kingdom
INV2063,SKU48382,Tool Kit,18,2024-07-15,53.18,1067,United Kingdom
INV9821,SKU97900,Yoga Mat,43,2024-07-16,62.69,1084,Spain
INV3627,SKU15164,Tool Kit,31,2024-07-16,24.22,1001,Germany
INV7885,SKU50838,Cleaning Product,3,2024-07-16,8.94,1096,United Kingdom
INV1920,SKU40490,Basketball,1,2024-07-17,91.87,1025,Netherlands
INV9025,SKU83783,Magazine,24,2024-07-17,53.48,1074,United Kingdom
INV8141,SKU93202,Car Accessory,27,2024-07-19,32.78,1013,Netherlands
INV5786,SKU67870,Car Accessory,24,2024-07-20,82.1,1015,Switzerland
INV5422,SKU24208,Jeans,50,2024-07-21,3.78,1036,United Kingdom
INV7223,SKU84683,Running Shoes,44,2024-07-23,26.48,1062,Switzerland
INV8518,SKU94972,Cookbook,48,2024-07-23,46.29,1096,United Kingdom
INV1343,SKU98795,Furniture,8,2024-07-24,93.68,1039,Netherlands
INV3361,SKU63736,Lamp,17,2024-07-24,62.7,1050,Netherlands
INV5098,SKU68034,Skincare,16,2024-07-25,96.16,1058,Italy
INV2463,SKU91889,Perfume,26,2024-07-25,54.56,1085,Spain
INV9327,SKU27892,Jacket,27,2024-07-26,93.49,1064,United Kingdom
INV6143,SKU86966,Maintenance Item,17,2024-07-27,96.71,1023,United Kingdom
INV5280,SKU40958,Tool Kit,3,2024-07-29,98.42,1018,France
INV6483,SKU44048,Puzzle,17,2024-07-30,2.96,1015,United Kingdom
INV9800,SKU81765,Jacket,48,2024-07-30,21.96,1082,France
INV6194,SKU94192,Scarf,34,2024-07-30,13.71,1099,Italy
INV7464,SKU55237,Garden Tool,-18,2024-08-01,92.48,1083,United Kingdom
INV2705,SKU75035,Garden Tool,16,2024-08-02,98.26,1021,Germany
INV8279,SKU40612,Maintenance Item,6,2024-08-03,43.36,1060,Germany
INV6456,SKU32037,Jeans,13,2024-08-04,35.76,1082,EIRE
INV3370,SKU21855,Board Game,25,2024-08-08,32.61,1054,Belgium
INV6172,SKU79501,Laptop,41,2024-08-09,205.45,1083,Netherlands
INV3131,SKU82924,Speaker,27,2024-08-09,254.74,1054,United Kingdom
INV7996,SKU89802,Puzzle,40,2024-08-09,92.78,1078,Portugal
INV8749,SKU63354,Basketball,28,2024-08-09,42.93,1059,United Kingdom
INV4070,SKU66489,Maintenance Item,6,2024-08-09,55.87,1076,Netherlands
INV3945,SKU69558,Skincare,25,2024-08-10,23.35,1054,Italy
INV1660,SKU38183,Board Game,16,2024-08-11,40.23,1006,Spain
INV4431,SKU82984,Smartphone,17,2024-08-12,119.85,1064,United Kingdom
INV1958,SKU29154,Doll,9,2024-08-12,17.17,1034,United Kingdom
INV1440,SKU91940,Doll,23,2024-08-12,41.78,1007,EIRE
INV1751,SKU11267,Decor,22,2024-08-13,89.56,1079,United Kingdom
INV6106,SKU86614,Skincare,49,2024-08-13,31.81,1069,France
INV8908,SKU84572,Tool Kit,50,2024-08-14,61.52,1087,France
INV2887,SKU28664,Magazine,38,2024-08-15,1.68,1025,United Kingdom
INV2091,SKU60940,Cookbook,43,2024-08-15,26.79,1083,United Kingdom
INV6909,SKU23965,T-Shirt,29,2024-08-15,76.37,1013,United Kingdom
INV5057,SKU23792,Car Toy,50,2024-08-16,45.98,1018,Belgium
INV7637,SKU96208,Cleaning Product,40,2024-08-16,69.38,1088,Spain
INV3045,SKU59615,Jacket,40,2024-08-17,58.16,1090,United Kingdom
INV8876,SKU53452,Foundation,1,2024-08-18,1.98,1045,United Kingdom
INV4926,SKU43158,Mascara,45,2024-08-18,90.41,1087,United Kingdom
INV9336,SKU10336,Smartphone,31,2024-08-19,67.13,1004,Belgium
INV4971,SKU52714,Mascara,26,2024-08-20,12.27,1072,United Kingdom
INV5681,SKU80345,Laptop,17,2024-08-21,156.99,1051,United Kingdom
INV8046,SKU52390,Jeans,28,2024-08-21,35.48,1041,United Kingdom
INV9161,SKU41031,Magazine,37,2024-08-22,1.38,1061,Germany
INV3842,SKU87728,Puzzle,27,2024-08-23,19.01,1048,Italy
INV5702,SKU55663,Jacket,43,2024-08-24,93.36,1091,United Kingdom
INV4483,SKU69694,Car Accessory,36,2024-08-25,92.25,1015,Belgium
INV6878,SKU15297,Running Shoes,17,2024-08-25,24.17,1085,United Kingdom
INV9381,SKU17346,Doll,28,2024-08-25,39.23,1001,United Kingdom
INV9266,SKU91219,Mascara,43,2024-08-26,14.09,1071,United Kingdom
INV4978,SKU43422,Yoga Mat,29,2024-08-26,10.15,1092,United Kingdom
INV6152,SKU14145,Magazine,16,2024-08-27,35.46,1027,France
INV6820,SKU39272,Magazine,22,2024-08-27,11.98,1015,Italy
INV4022,SKU36890,Speaker,10,2024-08-28,134.51,1068,United Kingdom
INV2989,SKU11567,Tablet,26,2024-08-28,200.37,1010,Spain
INV3113,SKU67780,Car Toy,21,2024-08-29,9.27,1052,Spain
INV8029,SKU72573,Lipstick,-14,2024-08-29,95.06,1041,Portugal
INV9835,SKU36365,Magazine,42,2024-08-29,24.79,1015,United Kingdom
INV2617,SKU51948,Furniture,17,2024-08-31,94.22,1015,United Kingdom
INV4698,SKU45867,Laptop,15,2024-09-03,254.65,1015,United Kingdom
INV6198,SKU32833,Board Game,12,2024-09-03,31.38,1088,United Kingdom
INV7323,SKU67438,Foundation,32,2024-09-03,35.77,1048,United Kingdom
INV5262,SKU59689,Board Game,22,2024-09-04,28.55,1053,United Kingdom
INV2264,SKU71398,Cleaning Product,26,2024-09-05,17.32,1047,EIRE
INV3384,SKU93914,Yoga Mat,39,2024-09-05,7.18,1046,Switzerland
INV5366,SKU61435,Scarf,17,2024-09-06,83.0,1015,EIRE
INV9747,SKU47477,Lipstick,2,2024-09-06,15.39,1085,United Kingdom
INV2166,SKU71894,Water Bottle,44,2024-09-06,53.45,1052,United Kingdom
INV2562,SKU88018,Fiction Novel,37,2024-09-06,2.88,1098,United Kingdom
INV7993,SKU43144,Comic Book,43,2024-09-07,39.37,1096,Germany
INV7150,SKU97914,Scarf,42,2024-09-07,28.25,1083,United Kingdom
INV9955,SKU12316,Charger,8,2024-09-08,126.63,1056,United Kingdom
INV7512,SKU74884,Dress,33,2024-09-09,56.69,1049,Spain
INV6788,SKU95899,Non-Fiction,44,2024-09-09,45.36,1014,Germany
INV4925,SKU88250,Running Shoes,33,2024-09-10,94.99,1034,United Kingdom
INV1653,SKU99463,Doll,8,2024-09-11,26.4,1092,United Kingdom
INV8172,SKU67595,Garden Tool,19,2024-09-12,41.47,1043,United Kingdom
INV3809,SKU43022,Shoes,45,2024-09-13,68.11,1098,Netherlands
INV5216,SKU31229,Jacket,25,2024-09-13,33.93,1007,United Kingdom
INV5127,SKU83149,Sweater,27,2024-09-13,45.66,1051,United Kingdom
INV8080,SKU61849,Tablet,28,2024-09-14,2.62,1035,Germany
INV9890,SKU71069,Lipstick,27,2024-09-14,90.58,1074,United Kingdom
INV7427,SKU54225,Hair Product,23,2024-09-16,39.72,1067,Spain
INV9495,SKU11447,Garden Tool,27,2024-09-16,16.55,1014,United Kingdom
INV1769,SKU46429,Skincare,1,2024-09-17,20.27,1010,United Kingdom
INV4450,SKU39500,Headphones,47,2024-09-17,83.34,1020,Portugal
INV9248,SKU12132,Scarf,12,2024-09-18,5.48,1053,Spain
INV1352,SKU15210,Water Bottle,32,2024-09-18,74.69,1002,United Kingdom
INV9849,SKU44768,Textbook,4,2024-09-18,41.47,1019,United Kingdom
INV9036,SKU33646,Fiction Novel,12,2024-09-19,27.2,1018,United Kingdom
INV6328,SKU18322,Furniture,2,2024-09-19,56.05,1068,Portugal
INV8244,SKU38919,Puzzle,41,2024-09-20,16.41,1029,Belgium
INV9981,SKU58974,Running Shoes,28,2024-09-20,25.74,1091,Belgium
INV8552,SKU16637,Kitchen Item,47,2024-09-20,50.12,1048,France
INV4106,SKU10547,Speaker,27,2024-09-20,199.95,1062,United Kingdom
INV8107,SKU29473,Foundation,-13,2024-09-22,49.37,1088,France
INV8567,SKU59958,Building Blocks,13,2024-09-22,4.74,1032,United Kingdom
INV2106,SKU11807,Non-Fiction,-19,2024-09-23,31.42,1064,Belgium
INV2790,SKU93385,Board Game,14,2024-09-23,70.2,1000,Switzerland
INV1890,SKU94182,Fiction Novel,30,2024-09-24,25.91,1096,EIRE
INV6785,SKU77699,Camera,6,2024-09-24,184.92,1009,France
INV4522,SKU66370,Tool Kit,30,2024-09-24,42.18,1012,United Kingdom
INV7945,SKU37594,Hair Product,24,2024-09-26,28.68,1023,Italy
INV2723,SKU61952,Car Accessory,26,2024-09-26,69.81,1013,France
INV9779,SKU38059,Textbook,-2,2024-09-27,49.38,1011,Italy
INV7275,SKU95824,Maintenance Item,-12,2024-09-28,15.24,1077,Belgium
INV8122,SKU55123,T-Shirt,33,2024-09-29,84.92,1037,United Kingdom
INV7126,SKU17367,Lamp,33,2024-09-29,14.43,1067,United Kingdom
INV5472,SKU94388,Mascara,39,2024-09-30,98.76,1065,United Kingdom
INV3406,SKU17328,Garden Tool,34,2024-10-01,60.34,1072,Spain
INV6890,SKU40972,Laptop,11,2024-10-01,198.81,1090,Germany
INV1326,SKU17251,Shoes,5,2024-10-02,89.78,1085,Germany
INV9586,SKU99551,Tool Kit,21,2024-10-05,64.45,1014,United Kingdom
INV3079,SKU37021,Decor,29,2024-10-07,24.69,1022,United Kingdom
INV4878,SKU31299,Furniture,-10,2024-10-07,80.42,1094,Spain
INV4692,SKU49418,Furniture,36,2024-10-08,96.81,1071,Belgium
INV3332,SKU46677,T-Shirt,34,2024-10-08,70.38,1047,Germany
INV7518,SKU54939,Magazine,9,2024-10-08,45.08,1065,United Kingdom
INV8167,SKU22021,Running Shoes,2,2024-10-10,6.27,1064,United Kingdom
INV9268,SKU49309,Hair Product,13,2024-10-10,40.83,1079,Portugal
INV7156,SKU21593,Charger,18,2024-10-10,40.17,1072,France
INV8476,SKU55453,Magazine,12,2024-10-11,19.25,1093,Belgium
INV3115,SKU32713,Tennis Racket,7,2024-10-11,94.36,1063,United Kingdom
INV6756,SKU50381,Car Accessory,29,2024-10-11,80.56,1036,United Kingdom
INV9051,SKU20480,Car Accessory,48,2024-10-11,82.38,1090,United Kingdom
INV8974,SKU96235,Foundation,42,2024-10-11,86.16,1089,Belgium
INV9008,SKU10273,Shoes,3,2024-10-13,48.64,1039,Netherlands
INV2406,SKU51035,Running Shoes,45,2024-10-13,21.75,1057,United Kingdom
INV4385,SKU88654,Yoga Mat,13,2024-10-14,18.86,1018,United Kingdom
INV7232,SKU72518,Speaker,25,2024-10-15,141.24,1077,Switzerland
INV5816,SKU73691,Headphones,38,2024-10-17,16.53,1036,United Kingdom
INV1176,SKU71455,Maintenance Item,22,2024-10-17,35.94,1037,United Kingdom
INV3283,SKU48626,Tool Kit,36,2024-10-17,25.01,1028,United Kingdom
INV6908,SKU92502,Tennis Racket,34,2024-10-17,78.93,1017,Belgium
INV2312,SKU74447,Maintenance Item,22,2024-10-18,87.8,1012,Spain
INV9846,SKU87660,Non-Fiction,20,2024-10-18,35.06,1007,Spain
INV9180,SKU28242,Non-Fiction,10,2024-10-19,26.66,1076,Belgium
INV9349,SKU74044,Building Blocks,25,2024-10-20,73.83,1031,Netherlands
INV3257,SKU25366,Furniture,45,2024-10-20,37.8,1089,United Kingdom
INV4712,SKU50295,Plant Pot,6,2024-10-21,69.39,1014,United Kingdom
INV2728,SKU93705,Building Blocks,43,2024-10-23,88.4,1021,Portugal
INV5150,SKU48609,Car Accessory,18,2024-10-23,69.53,1085,Netherlands
INV6008,SKU86568,Kitchen Item,21,2024-10-24,17.7,1040,United Kingdom
INV9561,SKU59856,Maintenance Item,38,2024-10-25,31.23,1079,United Kingdom
INV1474,SKU16028,Action Figure,24,2024-10-27,15.41,1067,France
INV5478,SKU69054,Tool Kit,25,2024-10-28,19.39,1074,Germany
INV9199,SKU80776,Maintenance Item,3,2024-10-28,73.72,1077,United Kingdom
INV2469,SKU61813,Dress,18,2024-10-28,21.87,1064,Netherlands
INV2787,SKU21248,Decor,26,2024-10-29,20.75,1042,United Kingdom
INV4156,SKU58777,Furniture,21,2024-10-30,38.52,1077,United Kingdom
INV7100,SKU96626,Kitchen Item,40,2024-10-30,87.96,1008,United Kingdom
INV7222,SKU99589,Perfume,34,2024-10-31,2.17,1057,United Kingdom
INV4987,SKU37740,Decor,7,2024-10-31,99.34,1003,United Kingdom
INV9237,SKU97475,Board Game,24,2024-11-01,20.97,1081,Germany
INV6623,SKU59415,Hair Product,36,2024-11-02,81.04,1028,United Kingdom
INV9939,SKU33583,Cable,14,2024-11-03,219.67,1008,Belgium
INV7928,SKU38574,Lamp,18,2024-11-05,41.43,1075,United Kingdom
INV9502,SKU61744,Comic Book,28,2024-11-05,53.56,1093,France
INV6438,SKU45811,Shoes,26,2024-11-05,89.57,1049,United Kingdom
INV1110,SKU61864,Car Toy,22,2024-11-05,34.14,1083,France
INV2616,SKU38051,Cleaning Product,12,2024-11-05,67.68,1013,United Kingdom
INV1966,SKU33950,Yoga Mat,27,2024-11-06,63.06,1079,United Kingdom
INV6257,SKU45313,Skincare,13,2024-11-07,21.93,1052,Portugal
INV7579,SKU76151,Building Blocks,39,2024-11-08,93.42,1040,Netherlands
INV4006,SKU46509,Tool Kit,5,2024-11-08,80.99,1070,United Kingdom
INV8170,SKU15726,Mascara,16,2024-11-09,61.45,1096,Switzerland
INV9816,SKU20636,T-Shirt,43,2024-11-10,67.55,1045,Belgium
INV2113,SKU11567,Lipstick,44,2024-11-11,35.8,1092,United Kingdom
INV9314,SKU56461,T-Shirt,8,2024-11-14,30.5,1094,United Kingdom
INV4140,SKU64815,Comic Book,24,2024-11-14,22.73,1055,United Kingdom
INV7181,SKU72289,Plant Pot,30,2024-11-15,67.05,1019,Netherlands
INV9270,SKU65933,Tool Kit,31,2024-11-15,26.66,1031,Spain
INV5713,SKU11800,Building Blocks,20,2024-11-15,47.65,1042,United Kingdom
INV7479,SKU45553,Cleaning Product,34,2024-11-16,41.98,1023,France
INV4053,SKU27607,Running Shoes,8,2024-11-16,57.14,1027,United Kingdom
INV5089,SKU77681,Kitchen Item,21,2024-11-17,48.36,1094,United Kingdom
INV8121,SKU42949,Car Toy,49,2024-11-19,5.29,1094,United Kingdom
INV3979,SKU91685,Non-Fiction,22,2024-11-19,20.08,1048,United Kingdom
INV6703,SKU55544,Non-Fiction,13,2024-11-20,54.66,1033,United Kingdom
INV9337,SKU45838,Perfume,16,2024-11-22,55.58,1049,United Kingdom
INV2522,SKU58840,Board Game,26,2024-11-22,27.91,1049,Switzerland
INV4541,SKU89879,Tool Kit,9,2024-11-23,72.26,1080,United Kingdom
INV7367,SKU90125,Skincare,23,2024-11-23,62.12,1086,Spain
INV3470,SKU28004,Yoga Mat,37,2024-11-23,15.18,1091,United Kingdom
INV4648,SKU82154,Perfume,6,2024-11-25,44.97,1073,Switzerland
INV7882,SKU74251,Hat,41,2024-11-25,71.02,1055,United Kingdom
INV7304,SKU68059,Gym Bag,13,2024-11-26,73.8,1012,EIRE
INV9515,SKU96998,Basketball,35,2024-11-26,32.28,1037,Switzerland
INV5500,SKU87518,Speaker,20,2024-11-27,72.51,1036,United Kingdom
INV3594,SKU50730,Charger,8,2024-11-27,234.2,1019,Spain
INV5429,SKU45007,Jacket,26,2024-11-27,77.54,1095,United Kingdom
INV5044,SKU78925,Car Toy,30,2024-11-28,58.04,1094,United Kingdom
INV6864,SKU60692,Decor,8,2024-11-28,37.68,1024,EIRE
INV4907,SKU24884,Plant Pot,-11,2024-11-30,49.05,1055,United Kingdom
INV6500,SKU17184,Action Figure,24,2024-12-01,62.29,1046,United Kingdom
INV6292,SKU66694,Mascara,34,2024-12-02,50.06,1066,EIRE
INV3958,SKU12438,Kitchen Item,43,2024-12-03,27.53,1081,Italy
INV9029,SKU34874,Kitchen Item,47,2024-12-04,28.26,1076,Portugal
INV3938,SKU44116,Kitchen Item,22,2024-12-04,14.06,1040,Belgium
INV1871,SKU34762,Lamp,3,2024-12-06,26.76,1090,Germany
INV3162,SKU60703,Mascara,12,2024-12-07,95.49,1098,United Kingdom
INV5454,SKU73068,Shoes,11,2024-12-07,44.7,1064,Belgium
INV4884,SKU64079,Running Shoes,5,2024-12-07,58.92,1006,France
INV4485,SKU14804,Comic Book,35,2024-12-08,24.61,1050,United Kingdom
INV6679,SKU62928,Skincare,1,2024-12-08,65.76,1097,Belgium
INV6120,SKU97177,Textbook,44,2024-12-10,5.47,1011,Netherlands
INV8680,SKU95140,Board Game,32,2024-12-10,14.61,1024,United Kingdom
INV2552,SKU87576,Puzzle,34,2024-12-11,43.28,1044,Spain
INV1635,SKU61877,Building Blocks,48,2024-12-11,92.16,1047,United Kingdom
INV7652,SKU60012,Skincare,12,2024-12-11,14.77,1071,United Kingdom
INV6349,SKU60264,Non-Fiction,43,2024-12-12,60.48,1085,United Kingdom
INV2654,SKU75821,Lamp,25,2024-12-13,59.05,1004,United Kingdom
INV1084,SKU82135,Furniture,31,2024-12-13,65.4,1096,Netherlands
INV9115,SKU79111,Jacket,6,2024-12-14,30.74,1016,Spain
INV3435,SKU95964,Garden Tool,29,2024-12-14,81.65,1014,Spain
INV7518,SKU39110,Lamp,28,2024-12-14,94.03,1004,Belgium
INV2020,SKU28098,Water Bottle,43,2024-12-14,53.02,1040,Switzerland
INV1724,SKU15250,Car Accessory,26,2024-12-15,81.16,1089,Switzerland
INV2412,SKU18617,Magazine,47,2024-12-15,36.31,1073,United Kingdom
INV9614,SKU42656,Charger,23,2024-12-16,122.28,1072,Belgium
INV2742,SKU81089,Building Blocks,9,2024-12-16,76.21,1056,Spain
INV9856,SKU11934,Sweater,32,2024-12-17,22.16,1051,France
INV8496,SKU95804,Kitchen Item,45,2024-12-19,29.82,1018,United Kingdom
INV5514,SKU99208,Foundation,36,2024-12-19,18.69,1071,Spain
INV9548,SKU95256,Comic Book,35,2024-12-20,33.52,1075,United Kingdom
INV9108,SKU15346,Cleaning Product,36,2024-12-21,46.32,1014,France
INV4335,SKU45003,Garden Tool,45,2024-12-21,13.02,1080,EIRE
INV1815,SKU98338,Jacket,28,2024-12-22,61.1,1053,United Kingdom
INV4651,SKU77681,Mascara,23,2024-12-23,79.47,1077,United Kingdom
INV7364,SKU64819,Kitchen Item,12,2024-12-23,63.91,1088,France
INV9742,SKU59808,Building Blocks,49,2024-12-24,87.37,1004,EIRE
INV8550,SKU32050,Board Game,35,2024-12-25,19.22,1069,United Kingdom
INV1166,SKU77715,Basketball,27,2024-12-25,55.96,1030,Switzerland
INV1042,SKU47072,Comic Book,43,2024-12-26,45.35,1061,United Kingdom
INV1745,SKU17146,Cookbook,41,2024-12-27,3.42,1036,Switzerland
INV3555,SKU23983,Jeans,43,2024-12-29,61.77,1097,United Kingdom
INV2037,SKU80048,Foundation,14,2024-12-31,27.59,1036,United Kingdom
INV1998,SKU82970,Decor,36,2025-01-01,5.64,1044,Belgium
INV2578,SKU20029,Maintenance Item,43,2025-01-03,49.53,1033,Portugal
INV3785,SKU32946,Hat,16,2025-01-03,91.37,1018,United Kingdom
INV1244,SKU28693,Comic Book,6,2025-01-04,4.71,1037,United Kingdom
INV6123,SKU34881,Furniture,30,2025-01-04,88.03,1063,United Kingdom
INV7139,SKU28212,Garden Tool,1,2025-01-05,81.23,1045,United Kingdom
INV3323,SKU44131,Shoes,-16,2025-01-05,87.3,1035,Belgium
INV8055,SKU33028,Furniture,15,2025-01-06,56.31,1085,Germany
INV2487,SKU29078,Comic Book,11,2025-01-06,47.49,1064,Germany
